회사명,종목코드,폐지일자,폐지사유,label
아이엠,101390,2026-07-01,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
바이온,032980,2026-07-01,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
노블엠앤비,106520,2026-07-01,감사의견 거절(계속기업 존속능력 불확실성),1
프로브잇,227100,2026-07-01,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
비유테크놀러지,230980,2026-06-05,감사의견 거절(감사범위 제한 및 계속기업 존속능력 불확실성),1
선샤인푸드,217620,2026-05-08,감사의견 거절(감사범위 제한 및 계속기업 존속능력 불확실성),1
BF랩스,139050,2026-05-08,감사의견 거절(감사범위 제한),1
스튜디오산타클로스,204630,2026-03-18,감사의견 한정(감사범위 제한),1
지더블유바이텍,036180,2026-03-17,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
세토피아,222810,2026-03-16,감사의견 거절(계속기업 존속능력 불확실성),1
제일바이오,052670,2026-02-23,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
파멥신,208340,2026-01-27,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
인트로메딕,150840,2026-01-26,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
푸른소나무,057880,2026-01-22,감사의견 거절(감사범위 제한 및 계속기업 존속능력 불확실성),1
KH 미래물산,111870,2026-01-14,감사의견 거절(감사범위 제한),1
장원테크,174880,2026-01-14,감사의견 한정(감사범위 제한),1
KH 건설,226360,2026-01-14,감사의견 거절(감사범위 제한),1
에이디칩스,054630,2025-12-30,감사의견 거절(계속기업 존속능력 불확실성),1
퓨처코어,151910,2025-11-26,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
광림,014200,2025-11-26,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
이화전기,024810,2025-09-10,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
이트론,096040,2025-09-10,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
에스유앤피,019590,2025-09-08,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
조광ILI,044060,2025-08-21,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
대유,290380,2025-08-21,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
CNH,023460,2025-07-14,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
한송네오텍,226440,2025-06-19,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
엠에프엠코리아,323230,2025-06-19,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
위니아,071460,2025-06-18,감사의견 거절(감사범위 제한 및 계속기업가정 불확실성),1
제넨바이오,072520,2025-06-18,감사의견 거절(감사범위 제한 및 계속기업 가정 불확실성),1
한울BnC,214870,2025-03-31,감사의견 거절(감사범위 제한 및 계속기업가정 불확실성),1
MIT,038340,2025-03-28,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
셀리버리,268600,2025-03-07,감사의견 거절(감사범위 제한 및 계속기업 가정 불확실성),1
퀀타피아,078940,2025-02-19,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
이큐셀,160600,2025-02-14,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
애닉,299910,2025-02-14,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
골든센츄리,900280,2025-01-08,"사업보고서, 반기보고서 또는 분기보고서 미제출로 상장규정 제53조제1항제6호에 따라 관리종목으로 지정된 상태에서 공시규정 제19조제1항에 따른 사업보고서, 반기보고서 또는 분기보고서를 법정제출기한내 미제출",1
에스엘에너지,214310,2024-12-23,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
티엘아이,062860,2024-11-14,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
어스앤에어로스페이스,263540,2024-11-06,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
한국테크놀로지,053590,2024-10-07,해산사유 발생(파산선고),1
에이티세미콘,089530,2024-09-06,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정,1
녹원씨엔아이,065560,2024-07-29,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
스마트솔루션즈,136510,2024-07-25,감사의견 거절,1
이즈미디어,181340,2024-07-10,감사범위 제한,1
파나케이아,058530,2024-06-25,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
THE MIDONG,161570,2024-06-17,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
비디아이,148140,2024-06-07,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
아리온,058220,2024-05-03,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
크루셜텍,114120,2024-02-15,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
디에스앤엘,141020,2024-01-03,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
엘아이에스,138690,2023-12-06,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
유한코스메틱,069110,2023-10-20,감사의견 거절(감사범위 제한),1
지나인제약,078650,2023-07-21,감사의견 거절(감사범위 제한 및 계속기업가정 불확실성),1
멜파스,096640,2023-07-17,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
엠피씨플러스,050540,2023-05-08,감사의견 거절(감사범위 제한),1
제이웨이,058420,2023-04-14,감사의견 거절(감사범위 제한 및 계속기업가정 불확실성),1
코원플레이,056000,2023-03-30,감사의견 거절(감사범위 제한 및 계속기업가정 불확실성),1
유네코,064510,2023-01-17,감사의견 거절(감사범위 제한 및 계속기업 존속능력 불확실성),1
참존글로벌,158310,2022-11-09,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
레드로버,060300,2022-11-04,기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정,1
케이프이에스제4호,347140,2022-10-31,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,1
뉴로스,126870,2022-10-26,감사의견 거절(감사범위 제한 및 계속기업 존속능력 불확실성),1
연이비앤티,090740,2022-10-17,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
테라셈,182690,2022-10-17,감사의견 거절(감사범위 제한),1
매직마이크로,127160,2022-09-22,감사의견 거절(감사범위 제한 및 계속기업 존속능력 불확실성),1
소리바다,053110,2022-09-07,감사의견 거절(감사범위 제한),1
에이치엔티,176440,2022-06-27,기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정,1
에스에이치엔엘,050320,2022-05-31,감사의견 거절,1
세영디앤씨,052190,2022-05-27,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
현진소재,053660,2022-04-26,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
스포츠서울,039670,2022-04-20,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
한프,066110,2022-04-06,감사의견 거절(감사범위 제한),1
지스마트글로벌,114570,2022-02-23,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
자안바이오,221610,2022-01-05,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,1
GV,045890,2021-12-20,해산사유 발생(파산선고),1
이엠네트웍스,087730,2021-10-08,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
코너스톤네트웍스,033110,2021-10-08,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
에이아이비트,039230,2021-10-06,감사의견 거절(감사범위 제한),1
지유온,111820,2021-09-30,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
맥스로텍,141070,2021-09-16,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,1
에스제이케이,080440,2021-09-13,해산사유 발생(파산선고),1
디에스티,033430,2021-09-02,감사의견 한정(감사범위 제한),1
화신테크,086250,2021-08-31,감사의견 거절(감사범위 제한),1
팍스넷,038160,2021-08-23,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
럭슬,033600,2021-08-11,감사의견 거절(감사범위 제한),1
제낙스,065620,2021-08-09,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
아이엠텍,226350,2021-06-11,감사의견 거절(감사범위 제한),1
퓨전,195440,2021-06-10,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
행남사,008800,2021-06-07,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
에이팸,073070,2021-06-04,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당,1
에이치디,102210,2021-04-19,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
미래SCI,028040,2021-04-13,"최근 2년간 3회 이상 공시규정 제19조제1항의 규정에 의한 사업보고서, 반기보고서 또는 분기보고서 법정제출기한 내 미제출",1
이매진아시아,036260,2021-02-15,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당,1
파티게임즈,194510,2020-09-09,감사의견거절(감사범위 제한),1
코썬바이오,204990,2020-08-11,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
바이오빌,065940,2020-07-31,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
모다,149940,2020-07-10,감사의견거절(감사범위 제한),1
화진,134780,2020-07-02,감사의견거절(감사범위제한),1
에스에프씨,112240,2020-06-30,감사의견 거절(감사범위 제한),1
이엘케이,094190,2020-05-22,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
피앤텔,054340,2020-05-21,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
에스마크,030270,2020-05-21,감사의견거절(감사범위제한 및 계속기업 존속 불확실),1
리드,197210,2020-05-14,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
파인넥스,123260,2020-04-10,"제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조제1항에 따른 사업보고서 법정제출기한 내 미제출, 최근 2년간 3회 이상 공시규정 제19조제1항의 규정에 의한 사업보고서, 반기보고서 또는 분기보고서 법정제출기한 내 미제출",1
썬텍,122800,2020-02-12,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
제이테크놀로지,035480,2019-12-12,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
데코앤이,017680,2019-11-20,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,1
에프티이앤이,065160,2019-05-03,감사의견 거절(감사범위 제한),1
차이나하오란,900090,2019-01-02,제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조 제1항에 따른 분기보고서 법정기한 내 미제출,1
지디,155960,2018-10-12,감사의견 거절(감사범위 제한),1
우성아이비,194610,2018-10-12,감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
위너지스,026260,2018-10-11,감사의견거절(감사범위 제한),1
트레이스,052290,2018-10-11,감사의견거절(감사범위 제한),1
넥스지,081970,2018-10-11,감사의견거절(감사범위제한),1
C&S자산관리,032040,2018-10-11,감사의견거절(범위제한 및 계속기업 존속능력에 대한 불확실성),1
레이젠,047440,2018-10-11,감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
에임하이,043580,2018-08-10,감사의견거절(감사범위 제한),1
신텍,099660,2018-07-09,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,1
완리,900180,2018-05-23,감사의견거절(감사범위 제한),1
스틸플라워,087220,2018-05-08,감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
씨그널엔터테인먼트그룹,099830,2018-05-04,감사의견거절(감사범위 제한),1
썬코어,051170,2018-03-15,'16사업연도 감사의견거절(계속기업 존속능력에 대한 불확실성) 및 '17사업연도 반기 감사의견거절(계속기업 존속능력에 대한 불확실성),1
위노바,039790,2018-03-09,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
아이이,023430,2017-12-20,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
엔에스브이,095300,2017-09-12,"감사의견 거절(내부회계관리제도상의 취약점, 계속기업가정의 불확실성 및 재고자산 관련 감사범위 제한)",1
에스에스컴텍,036500,2017-05-11,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
비엔씨컴퍼니,058370,2017-05-08,감사범위제한으로 인한 한정의견,1
신양오라컴,086830,2017-05-08,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
우전,052270,2017-04-13,자본전액잠식 등,1
케이엔씨글로벌,068150,2017-03-07,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
아이팩토리,053810,2016-09-19,감사의견 거절(감사범위 제한 및 기업회계기준 위배),1
씨엘인터내셔널,037340,2016-09-08,2반기 연속 자본잠식률 50% 이상,1
엠제이비,074150,2016-09-05,감사의견거절(감사범위 제한),1
피엘에이,082390,2016-07-25,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
제이앤유글로벌,086200,2016-05-09,감사의견거절(감사범위 제한),1
오상헬스케어,036220,2016-05-09,감사의견 거절(감사범위 제한으로 인한 의견거절),1
아이디에스,078780,2016-04-28,'14사업연도 자본잠식률 50%이상 사유로 관리종목 지정 후 '15사업연도 반기 감사의견 거절,1
플렉스컴,065270,2016-04-12,자본전액잠식,1
승화프리텍,111610,2016-01-25,"기업의 계속성, 경영의 투명성 또는 그 밖에 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",1
GT&T,053870,2015-10-15,'14사업연도 자본잠식률 50%이상 사유로 관리종목 지정 후 '15사업연도 반기 감사의견 거절,1
KCW,068060,2015-09-18,"기업의 계속성, 경영의 투명성 또는 그 밖에 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",1
디아이디,074130,2015-07-23,"기업의 계속성, 경영의 투명성 또는 그 밖에 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",1
와이즈파워,040670,2015-07-16,자본전액잠식 등,1
에이스하이텍,071930,2015-07-10,감사의견거절(감사범위 제한),1
티에스엠텍,066350,2015-05-20,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,1
태창파로스,039850,2015-05-19,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
씨앤케이인터,039530,2015-05-19,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
잘만테크,090120,2015-05-13,감사의견 거절(계속기업 존속능력에 대한 불확실성 및 감사범위 제한),1
해피드림,065180,2015-05-04,감사범위제한으로 인한 한정의견,1
영진코퍼레이션,053330,2015-04-23,자본전액잠식,1
울트라건설,004320,2015-04-13,자본전액잠식,1
우양에이치씨,101970,2015-03-17,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래 정지,1
터보테크,032420,2015-01-27,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,1
디지텍시스템,091690,2015-01-21,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
뉴아세아,013340,2014-09-02,감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
디브이에스,046400,2014-09-02,감사의견거절(감사범위제한),1
유니드코리아,110500,2014-09-02,감사의견 거절(계속기업 존속능력에 대한 불확실성),1
에버테크노,070480,2014-07-17,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성,1
CU전자,056340,2014-05-21,최종부도 발생,1
아라온테크,041060,2014-05-08,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),1
쌍용건설,012650,2014-04-11,자본전액잠식 등,1
나노트로닉스,010670,2014-04-11,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당,1
모린스,110310,2014-04-11,자본전액잠식 등,1
태산엘시디,036210,2014-04-11,자본전액잠식등,1
렉스엘이앤지,004790,2014-03-04,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",1
테라리소스,053320,2014-02-07,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당,1
예당,049000,2013-09-10,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당,1
위다스,056810,2013-09-10,의견거절(감사범위 제한),1
지아이바이오,035450,2013-08-07,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성),1
에스비엠,037630,2013-07-24,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성),1
제너시스템즈,073930,2013-07-12,자본전액잠식,1
우경,025920,2013-07-10,감사의견거절(감사범위 제한),1
지앤에스티,036920,2013-05-07,감사의견거절(감사범위 제한),1
룩손에너지,033550,2013-05-07,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성),1
마이스코,088700,2013-05-04,감사의견거절(계속기업으로서의 존속능력에 대한 불확실성),1
네오퍼플,028090,2013-05-03,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성),1
에듀언스,009010,2013-05-01,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성),1
자유투어,046840,2013-05-01,감사의견거절(감사범위 제한),1
유일엔시스,038720,2013-05-01,감사의견 부적정,1
디에스,051710,2013-05-01,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성),1
아큐텍,013780,2013-04-23,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",1
유에이블,071530,2013-04-23,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",1
이디디컴퍼니,052650,2013-04-12,반기 재무제표에 대한 검토의견거절로 관리종목 지정후 자본잠식률 50% 이상,1
삼우이엠씨,026250,2013-04-12,자본전액잠식,1
휴먼텍코리아,066060,2013-04-12,자본전액잠식,1
엔터미디어,068420,2013-04-06,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",1
에스비아이앤솔로몬스,123910,2013-03-29,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,1
신민저축은행,031920,2013-02-27,2반기 연속 자본잠식률 50%이상,1
트라이써클,034010,2013-02-21,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",1
AD모터스,038120,2013-01-30,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",1
알에스넷,046430,2012-12-05,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",1
큐리어스,045050,2012-11-27,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",1
넷웨이브,047730,2012-11-17,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정,1
어울림 네트,042820,2012-11-17,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정,1
인스프리트,073130,2012-10-12,자본잠식률 50% 이상으로 관리종목 지정 이후 최근 반기의 재무제표에 대한 감사인의 감사의견거절 등,1
SSCP,071660,2012-09-29,최종부도 발생,1
유아이에너지,050050,2012-09-26,자본전액잠식,1
성융광전투자,900150,2012-09-26,감사의견거절(감사범위 제한 및 계속기업존속능력 불확실성),1
동양텔레콤,007150,2012-09-11,2회 연속 자본잠식률 50%이상,1
어울림엘시스,033280,2012-09-11,2반기 연속 자본잠식률 50%이상,1
어울림정보,038320,2012-09-08,2반기 연속 자본잠식률 50%이상,1
엔케이바이오,019260,2012-09-05,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",1
금강제강,105070,2012-08-14,최종부도 발생,1
디에이치패션,045260,2012-08-01,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",1
엔스퍼트,098400,2012-07-24,"기업의계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",1
한림창투,021060,2012-06-27,"기업의계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",1
