n_shareholder_change,n_capital_increase,n_cb,n_collateral,종목코드,회사명
0,2,0,0,475040,스트라드비젼
0,0,0,0,153890,져스텍
0,0,0,0,477850,마키나락스
0,0,1,0,288180,케이피항공산업
0,0,0,0,487580,폴레드
0,0,0,0,439960,코스모로보틱스
0,0,0,0,394420,리센스메디컬
0,0,0,0,408470,한패스
0,0,0,0,493280,아이엠바이오로직스
0,0,0,0,458350,에스팀
0,0,0,0,493330,지에프아이
0,1,1,0,012210,삼미금속
0,0,0,0,490470,세미파이브
0,0,0,0,491000,리브스메드
0,5,0,0,476830,알지노믹스
0,0,0,0,478340,나라스페이스테크놀로지
0,2,0,0,464490,쿼드메디슨
0,0,0,0,261520,이지스
0,0,0,0,950250,테라뷰
0,0,0,0,488900,비츠로넥스텍
0,0,0,0,388210,씨엠티엑스
0,0,0,0,403850,더핑크퐁컴퍼니
0,0,0,0,459550,알트
0,1,0,0,494120,큐리오시스
0,0,0,0,469610,이노테크
0,0,0,0,486990,노타
0,0,0,0,014950,삼익제약
0,0,0,0,488280,에스투더블유
0,0,0,0,397810,애드포러스
0,0,0,0,484590,삼양컴텍
0,2,2,0,456160,지투지바이오
0,0,2,0,309710,아이티켐
0,0,0,0,468530,프로티나
0,0,0,0,475230,엔알비
0,1,1,0,380550,뉴로핏
0,0,0,0,484120,도우인시스
0,0,0,0,331740,아우토크립트
0,0,0,0,462310,뉴키즈온
0,0,0,0,234030,싸이닉솔루션
0,0,0,0,463020,뉴엔AI
0,2,0,0,455180,케이지에이
0,0,0,0,340450,지씨지놈
0,0,0,0,474650,링크솔루션
0,0,0,0,475430,키스트론
0,0,0,0,489460,바이오비쥬
0,0,0,0,188040,바이오포트
0,0,0,0,125020,티씨머티리얼즈
0,1,1,0,376900,로킷헬스케어
0,2,1,0,476040,오가노이드사이언스
0,0,0,0,136150,원일티엔아이
0,0,1,0,459510,나우로보틱스
0,0,0,0,364950,에이아이코리아
0,3,0,0,448900,한국피아이엠
0,0,0,0,481070,에이유브랜즈
0,0,0,0,101970,우양에이치씨
0,0,0,0,462860,더즌
0,0,0,0,444530,심플랫폼
0,0,0,0,098070,한텍
0,2,1,0,226590,엠디바이스
0,0,0,0,479960,위너스일렉
1,0,0,0,463480,모티브링크
0,2,0,0,475830,오름테라퓨틱
0,0,0,0,240550,동방메디컬
0,0,0,0,462980,아이지넷
0,1,0,0,482630,삼양엔씨켐
0,0,0,0,373160,데이원컴퍼니
0,0,0,0,450950,아스테라시스
0,0,0,0,096250,와이즈넛
0,0,0,0,475460,미트박스
0,3,1,0,478560,블랙야크아이앤씨
0,0,0,0,432980,엠에프씨
0,0,0,0,387570,파인메딕스
0,0,0,0,177900,쓰리에이로직스
0,3,0,0,176750,듀켐바이오
0,0,0,0,398120,에스지헬스케어
0,0,0,0,476060,온코닉테라퓨틱스
0,1,2,0,382150,온코크로스
0,0,0,0,457600,벡트
0,0,0,0,471820,셀로맥스사이언스
0,2,1,0,459100,위츠
0,0,0,0,389680,유디엠텍
0,0,0,0,474610,RF시스템즈
0,0,0,0,466410,사이냅소프트
0,0,0,0,475660,에스켐
0,1,1,0,394800,쓰리빌리언
0,0,0,0,464580,닷밀
0,0,0,0,473980,노머스
0,0,1,0,163280,에어레인
0,0,0,0,475960,토모큐브
0,0,1,0,376270,HEM파마
0,1,2,0,475580,에이럭스
0,2,2,0,336680,탑런토탈솔루션
0,0,0,0,458650,성우
0,4,0,0,044990,에이치엔에스하이텍
0,0,0,0,289930,웨이비스
0,0,0,0,475400,씨메스로보틱스
0,0,0,0,457370,한켐
0,0,2,0,474170,루미르
0,0,0,0,465480,인스피언
0,1,1,0,308430,셀비온
0,0,1,0,381620,제닉스로보틱스
0,0,2,0,351870,차이커뮤니케이션
0,0,0,0,464500,아이언디바이스
0,0,0,0,469750,아이비젼웍스
0,0,0,0,461300,아이스크림미디어
0,0,0,0,464280,티디에스팜
0,0,0,0,389650,넥스트바이오메디컬
0,0,0,0,431190,케이쓰리아이
0,0,0,0,088340,유라클
0,0,0,0,199480,뱅크웨어글로벌
0,0,0,0,460470,아이빔테크놀로지
0,0,0,0,460940,피앤에스로보틱스
0,7,0,0,373110,엑셀세라퓨틱스
0,0,0,0,450330,하스
0,12,0,0,462350,이노스페이스
0,0,0,0,160190,하이젠알앤엠
0,0,1,0,464080,에스오에스랩
1,3,1,0,107640,한중엔시에스
0,0,0,0,458870,씨어스
0,0,0,0,453450,그리드위즈
0,0,0,0,323350,다원넥스뷰
0,0,0,0,145170,노브랜드
0,2,1,0,456010,아이씨티케이
0,0,0,0,126730,코칩
0,0,0,0,452200,민테크
0,0,0,0,140430,카티스
0,0,3,0,347850,디앤디파마텍
0,0,2,0,412540,제일엠앤에스
0,0,0,0,451250,삐아
0,0,0,0,461030,아이엠비디엑스
0,0,0,0,455900,엔젤로보틱스
0,0,0,0,420570,제이투케이바이오
0,0,1,0,437730,삼현
0,0,0,0,036220,오상헬스케어
0,0,1,0,199430,케이엔알시스템
0,12,2,0,418620,E8
0,0,0,0,360350,코셈
0,2,0,0,068100,케이웨더
0,0,0,0,452430,사피엔반도체
0,0,0,0,415380,스튜디오삼익
0,0,0,0,472850,폰드그룹
0,5,0,0,199550,레이저옵텍
0,0,0,0,452400,이닉스
0,0,0,0,105760,포스뱅크
0,0,0,0,440290,HB인베스트먼트
0,0,0,0,457550,우진엔텍
0,0,0,0,452190,한빛레이저
0,0,0,0,439580,블루엠텍
0,0,1,0,432470,케이엔에스
0,0,2,0,338840,와이바이오로직스
0,6,7,0,355690,에이텀
0,2,0,0,453860,에이에스텍
0,0,1,0,402490,그린리소스
0,1,1,0,452160,제이엔비
0,0,2,0,452280,한선엔지니어링
0,0,0,0,448280,에코아이
0,5,0,0,365330,에스와이스틸텍
0,0,1,0,445090,에이직랜드
0,4,0,0,446540,메가터치
0,0,0,0,413640,비아이매트릭스
0,0,0,0,451760,컨텍
0,1,3,0,372320,큐로셀
0,0,0,0,088280,쏘닉스
1,3,1,0,188260,세니젠
2,1,1,0,290560,파라택시스이더리움
0,0,0,0,240600,유진테크놀로지
2,7,0,0,221800,지구홀딩스
0,4,1,0,432720,퀄리타스반도체
0,0,0,0,396470,워트
0,0,0,0,416180,신성에스티
0,0,0,0,445180,퓨릿
0,1,1,0,451220,아이엠티
2,0,0,0,443250,레뷰코퍼레이션
0,0,0,0,418470,KT밀리의서재
0,0,0,0,450520,인스웨이브
0,0,1,0,403490,우듬지팜
0,8,2,0,384470,코어라인소프트
1,0,1,0,146060,율촌
2,16,1,0,355390,크라우드웍스
0,2,2,0,424960,스마트레이더시스템
3,3,23,0,210120,캔버스엔
0,0,0,0,448710,코츠테크놀로지
0,0,2,0,445680,큐리옥스바이오시스템즈
0,0,0,0,373170,엠아이큐브솔루션
0,10,0,0,429270,시지트로닉스
0,0,0,0,172670,에이엘티
0,0,1,0,388870,파로스아이바이오
0,0,0,0,438700,버넥트
0,0,2,0,406820,뷰티스킨
0,9,4,0,321370,센서뷰
0,0,0,0,378340,필에너지
0,2,0,0,274400,이노시뮬레이션
0,1,0,0,354320,알멕
0,1,2,0,440320,오픈놀
0,0,2,0,232830,아이티센피엔에스
0,0,0,0,303360,프로티아
2,9,3,0,348080,큐라티스
2,0,0,0,439090,마녀공장
0,0,0,0,405920,나라셀라
0,0,2,0,285800,진영
0,0,0,0,420770,기가비스
0,0,1,0,271830,팸텍
0,0,0,0,434480,모니터랩
0,1,7,0,340810,시선AI
1,0,0,0,446840,지슨
0,3,3,0,304360,에스바이오메딕스
0,0,0,0,424980,마이크로투나노
0,0,0,0,318160,셀바이오휴먼텍
0,7,5,0,358570,지아이이노베이션
0,0,0,0,356680,엑스게이트
1,0,1,1,282720,금양그린파워
0,0,1,0,389020,자람테크놀로지
0,0,1,0,417010,나노팀
0,0,0,0,199730,바이오인프라
0,0,5,0,127980,화인써키트
2,2,2,0,418550,제이오
0,0,0,0,411080,샌즈랩
0,0,5,0,407400,꿈비
0,0,0,0,408900,스튜디오미르
0,0,2,0,419050,삼기에너지솔루션즈
0,4,1,0,417860,오브젠
0,0,1,0,425040,티이엠씨
1,6,18,0,380540,옵티코어
0,0,4,0,162300,신스틸
2,1,4,0,417180,핑거스토리
0,0,2,0,419530,SAMG엔터
0,0,1,0,168360,펨트론
0,4,7,0,389470,인벤티지랩
0,0,1,0,419080,엔젯
0,0,0,0,084440,유비온
0,0,1,0,372170,윤성에프앤씨
0,0,2,0,383930,디티앤씨알오
0,0,1,0,417500,제이아이테크
0,0,0,0,405100,큐알티
0,0,1,0,417840,저스템
0,0,0,0,419120,산돌
1,4,3,0,405000,플라즈맵
2,2,2,0,291810,핀텔
0,6,1,0,378800,샤페론
2,2,1,0,419540,비스토스
0,0,0,0,360070,탑머티리얼
0,0,2,0,389500,에스비비테크
0,4,2,0,368970,오에스피
0,0,0,0,417970,모델솔루션
0,0,0,0,296640,이노에이엑스
0,6,3,0,441270,파인엠텍
0,2,2,0,393890,더블유씨피
0,0,0,0,314140,알피바이오
0,3,0,0,394280,오픈엣지테크놀로지
2,2,8,1,129920,대성하이텍
0,0,0,0,148930,에이치와이티씨
7,2,1,3,107600,새빗켐
0,6,5,0,368600,아이씨에이치
0,0,0,0,424760,벨로크
0,4,2,0,328130,루닛
2,0,0,1,403870,HPSP
0,0,4,0,112290,와이씨켐
0,12,2,0,396270,넥스트칩
0,8,4,0,412350,레이저쎌
0,0,3,0,310210,보로노이
0,0,0,0,148780,비큐AI
0,0,3,0,382900,범한퓨얼셀
0,0,1,0,399720,가온칩스
0,0,0,0,389260,대명에너지
0,6,0,0,389140,포바이포
0,0,0,0,388050,지투파워
0,0,0,0,413630,씨피시스템
0,0,0,0,396300,세아메카닉스
0,0,1,0,388720,유일로보틱스
1,2,15,1,288980,모아데이타
0,0,0,0,408920,메쎄이상
0,6,0,0,376930,노을
0,0,1,0,146320,비씨엔씨
0,2,2,0,371950,풍원정밀
0,0,0,0,330730,스톤브릿지벤처스
0,0,0,0,370090,퓨런티어
0,0,0,0,251120,바이오에프디엔씨
3,0,0,3,211050,인카금융서비스
0,0,0,0,137080,나래나노텍
0,0,0,0,136410,아셈스
2,9,6,0,276040,스코넥
3,12,11,0,179530,애드바이오텍
0,0,1,0,102370,케이옥션
0,0,4,0,353590,오토앤
0,0,0,0,200350,아티스트스튜디오
0,1,0,0,199800,툴젠
0,1,2,0,377480,마음AI
0,0,1,0,361570,알비더블유
0,0,0,0,290090,트윔
0,0,5,0,372800,아이티아이즈
0,0,0,0,311320,지오엘리먼트
2,11,10,0,357880,SKAI
1,0,0,0,376300,디어유
0,1,3,0,389030,지니너스
0,0,6,0,376180,피코그램
4,1,27,3,348370,엔켐
3,0,0,0,377450,리파인
0,0,2,0,382800,지앤비에스 에코
0,0,0,0,114840,아이패밀리에스씨
0,0,0,0,159010,아스플로
0,0,0,0,382840,원준
0,2,0,0,257720,실리콘투
0,0,0,0,260970,에스앤디
0,0,0,0,377220,프롬바이오
0,0,2,0,099430,바이오플러스
2,1,1,0,273640,와이엠텍
0,0,0,0,388790,라이콤
2,0,0,0,308080,바이젠셀
0,0,0,0,099390,브레인즈컴퍼니
0,6,0,0,315640,딥노이드
0,0,0,0,058970,엠로
0,0,0,0,376980,원티드랩
0,0,0,0,195940,HK이노엔
0,0,1,0,270660,에브리봇
0,6,1,0,365270,큐라클
0,0,1,0,352910,오비고
0,0,0,0,303530,이노뎁
0,0,1,0,232680,라온로보틱스
0,5,4,0,187660,페니트리움바이오
0,7,0,0,383310,에코프로에이치엔
2,4,0,0,363250,진시스템
3,7,4,0,276730,한울앤제주
0,0,0,0,357230,에이치피오
0,0,0,0,294570,쿠콘
0,0,1,0,351330,이삭엔지니어링
5,0,2,3,059270,해성에어로보틱스
0,0,1,0,333620,엔시스
0,1,0,0,289220,자이언트스텝
2,1,1,0,361390,제노코
3,14,18,0,347700,스피어
0,0,0,0,314930,바이오다인
0,8,1,0,950220,네오이뮨텍
0,1,1,0,334970,프레스티지바이오로직스
1,0,3,0,247660,나노씨엠에스
0,0,5,0,338220,뷰노
2,11,6,0,373200,엑스플러스
2,9,3,0,340930,성원에너텍
0,6,0,0,189330,씨이랩
0,0,0,0,322310,오로스테크놀로지
0,0,3,0,239890,피엔에이치테크
0,0,0,0,363260,모비데이즈
0,0,0,0,262840,아이퀘스트
0,0,2,0,321820,아티스트컴퍼니
1,1,1,0,163730,핑거
0,0,0,0,352700,씨앤투스
0,0,0,0,086710,선진뷰티사이언스
8,0,0,6,236810,엔비티
0,0,0,0,368770,파이버프로
0,0,0,0,357550,석경에이티
1,13,6,0,347860,알체라
0,3,3,0,365590,하이딥
0,0,0,0,064850,에프앤가이드
0,0,0,0,352940,인바이오
1,5,4,0,317690,퀀타매트릭스
0,0,0,0,129890,앱코
0,0,0,0,265740,엔에프씨
0,0,0,0,199820,제일일렉트릭
0,0,6,0,299030,하나기술
0,0,0,0,340570,티앤엘
0,0,1,0,330860,네패스아크
2,1,22,2,290690,소룩스
0,0,0,0,348350,위드텍
2,2,0,0,347000,센코
0,1,4,0,301300,바이브컴퍼니
8,12,9,1,214610,롤링스톤
1,5,3,0,304840,피플바이오
3,2,0,0,348210,넥스틴
0,1,4,0,126340,비나텍
0,0,0,0,359090,씨엔알리서치
0,0,0,0,323990,박셀바이오
2,0,0,0,318410,비비씨
1,2,0,0,355150,코스텍시스
1,0,0,1,347770,핌스
2,9,5,0,291650,압타머사이언스
2,4,4,1,293490,카카오게임즈
0,0,0,0,347740,피엔케이피부임상연구센타
0,0,0,0,332370,아이디피
0,0,3,0,337930,젝시믹스
0,0,0,0,060850,영림원소프트랩
0,0,3,0,032300,한국파마
0,0,0,0,357780,솔브레인
0,1,4,0,332570,PS일렉트로닉스
0,3,0,0,101360,에코앤드림
0,0,0,0,347890,엠엑스온
0,0,0,0,298540,더네이쳐홀딩스
2,2,0,0,225220,제놀루션
0,0,1,0,304100,솔트룩스
0,2,1,0,262260,에이프로
0,0,0,0,950200,소마젠
0,0,0,0,290520,신도기연
0,0,0,0,330350,위더스제약
1,0,0,0,169330,엠브레인
0,5,1,0,229000,젠큐릭스
0,0,0,0,297890,HB솔루션
4,2,9,1,351320,넥사다이내믹스
0,0,4,0,353190,휴럼
0,0,0,0,353810,이지바이오
0,1,1,0,223250,드림씨아이에스
0,0,0,0,198080,캐프
2,0,0,0,237820,플레이디
0,0,1,0,092190,서울바이오시스
0,4,0,0,204270,제이앤티씨
0,2,0,0,294140,레몬
0,2,0,0,311690,CJ 바이오사이언스
0,5,2,0,327260,RF머트리얼즈
0,0,0,0,339950,아이비김영
3,7,4,1,340360,다보링크
0,0,0,0,235980,메드팩토
0,0,2,0,336570,원텍
5,6,9,5,226330,신테카바이오
0,4,1,0,322510,제이엘케이
0,0,1,0,124560,태웅로직스
0,0,2,0,302550,리메드
0,0,2,0,278650,HLB바이오스텝
0,0,4,0,321550,티움바이오
0,0,1,0,297090,씨에스베어링
0,0,4,0,103840,우양
0,0,0,0,190650,코리아에셋투자증권
0,0,0,0,306040,에스제이그룹
0,1,5,0,216080,제테마
0,0,9,0,214260,라파스
0,3,1,0,084850,아이티엠반도체
0,0,0,0,333430,일승
2,3,0,0,322180,LS티라유텍
0,0,0,0,333050,이노테나
0,0,1,0,331520,밸로프
0,11,0,0,317530,에피소드컴퍼니
4,0,3,4,272110,케이엔제이
0,0,1,0,317870,엔바이오니아
0,0,0,0,318010,팜스빌
0,4,6,0,300120,라온피플
0,0,2,0,158430,아톤
1,0,1,0,234690,녹십자웰빙
0,0,5,0,332290,누보
2,15,3,0,331380,포커스에이아이
0,6,2,0,317120,라닉스
1,3,5,1,320000,한울반도체
0,0,0,0,256150,한독크린텍
1,1,0,1,311390,네오크레마
0,0,0,0,195500,마니커에프앤지
0,0,0,0,328380,솔트웨어
5,10,8,0,286750,나노실리칸첨단소재
0,0,0,0,317330,덕산테코피아
0,0,1,0,318000,KBG
1,8,4,1,317770,엑스페릭스
2,0,0,2,148150,세경하이테크
0,1,0,0,317850,대모
0,0,5,0,241840,에이스토리
0,0,0,0,234340,헥토파이낸셜
0,0,4,0,289010,아이스크림에듀
0,0,0,0,251970,펌텍코리아
1,0,0,0,312610,에이에프더블류
0,5,0,0,323280,태성
0,6,5,0,308100,형지글로벌
0,2,3,0,305090,마이크로디지탈
3,3,8,0,322780,코퍼스코리아
0,0,0,0,321260,프로이천
0,0,0,0,253840,수젠텍
0,0,0,0,307930,컴퍼니케이
0,0,0,0,125210,아모그린텍
0,0,1,0,228760,지노믹트리
0,0,0,0,100790,미래에셋벤처투자
0,2,0,0,247540,에코프로비엠
0,10,0,0,299660,셀리드
0,0,5,0,278280,천보
0,0,2,0,246960,SCL사이언스
0,0,3,0,104620,노랑풍선
0,0,0,0,053580,웹케시
0,0,0,0,290550,디케이티
0,1,19,0,307180,아이엘
0,0,2,0,310200,애니플러스
0,1,0,0,310870,디와이씨
2,1,13,0,309930,조이웍스앤코
0,1,5,0,307750,국전
0,4,0,0,298380,에이비엘바이오
0,0,3,0,100590,머큐리
0,0,0,0,110020,전진바이오팜
0,0,0,0,270870,뉴트리
4,7,14,0,307870,비투엔
0,0,0,0,302430,이노메트리
0,1,1,0,290120,DH오토리드
0,1,0,0,128540,에코캡
0,0,1,0,307280,원바이오젠
0,4,0,0,900340,윙입푸드
0,0,0,0,111710,남화산업
0,0,0,0,179290,엠아이텍
0,0,6,0,117730,티로보틱스
2,4,9,0,290660,다이나믹솔루션
0,5,6,0,246710,티앤알바이오팹
0,0,0,0,263690,디알젬
0,2,6,0,217330,싸이토젠
0,0,0,0,027360,아주IB투자
0,0,0,0,263020,디케이앤디
0,0,0,0,194700,노바렉스
0,0,0,0,290670,대보마그네틱
0,0,0,0,285490,노바텍
0,2,3,0,290650,엘앤씨바이오
0,2,13,0,306620,지아이에스
0,5,3,0,108490,로보티즈
0,0,0,0,153710,옵티팜
0,0,6,0,288620,에스프리즘
4,13,2,1,290720,푸드나무
0,0,4,0,110790,크리스에프앤씨
0,0,2,0,299170,더블유에스아이
0,0,0,0,291230,엔피
0,0,0,0,197140,디지캡
2,4,0,0,303030,지니틱스
0,0,0,0,290740,액트로
0,0,0,0,173130,오파스넷
1,0,0,0,089970,브이엠
0,0,1,0,086820,바이오솔루션
0,0,0,0,110990,디아이티
0,0,0,0,204020,그리티
2,0,1,0,297570,아틀라스링크
0,0,3,0,289080,SV인베스트먼트
0,1,3,0,037030,파워넷
0,0,3,0,258830,세종메디칼
0,0,0,0,122310,제노레이
4,0,0,2,950170,JTC
0,0,0,0,253590,네오셈
0,0,0,0,277070,린드먼아시아
0,0,0,0,226400,오스테오닉
0,0,0,0,183490,엔지켐생명과학
0,0,0,0,006620,동구바이오제약
0,0,1,0,154030,아시아종묘
0,0,4,0,260660,알리코제약
0,0,0,0,042000,카페24
0,1,3,0,255220,SG
1,0,1,1,264660,씨앤지하이테크
0,0,3,0,187870,디바이스
0,0,1,0,281740,레이크머티리얼즈
0,0,0,0,241770,메카로
0,0,0,0,066360,체리부로
0,0,0,0,007680,대원
0,1,0,0,253450,스튜디오드래곤
0,1,3,0,265560,영화테크
0,1,1,0,234100,폴라리스세원
0,1,0,0,263810,상신전자
1,0,0,1,255440,야스
0,0,3,0,277410,인산가
0,0,0,0,243840,신흥에스이씨
0,4,8,0,179900,유티아이
0,0,2,0,171090,선익시스템
0,0,5,0,259630,엠플러스
0,3,3,0,174900,앱클론
0,0,0,0,263750,펄어비스
0,0,2,0,263600,덕우전자
3,7,11,1,270520,앱튼
0,5,0,0,140670,알에스오토메이션
0,0,0,0,900310,컬러레이
0,0,2,0,273060,와이즈버즈
0,0,0,0,118990,모트렉스
0,0,0,0,263800,데이타솔루션
0,0,0,0,263860,지니언스
0,0,0,0,263720,디앤씨미디어
0,0,0,0,238490,힘스
0,0,1,0,251630,브이원텍
1,0,12,1,227610,아우딘퓨쳐스
0,2,0,0,272290,이녹스첨단소재
0,1,0,0,003380,하림지주
0,0,3,0,261200,덴티스
0,1,8,0,267320,나인테크
0,0,0,0,250000,보라티알
2,6,0,1,225190,LK삼양
0,0,0,0,264850,이랜시스
0,1,0,0,161580,필옵틱스
0,0,0,0,256630,포인트엔지니어링
1,0,0,1,166090,하나머티리얼즈
0,0,1,0,251370,와이엠티
0,0,0,0,063760,이엘피
0,0,0,0,264450,유비쿼스
0,0,0,0,183300,코미코
2,12,2,1,246720,아스타
0,0,3,0,217480,에스디생명공학
0,0,0,0,002800,신신제약
0,0,0,0,083500,에프엔에스테크
5,1,5,2,087260,모바일어플라이언스
0,0,1,0,140070,서플러스글로벌
0,0,0,0,206650,유바이오로직스
0,0,0,0,256840,한국비엔씨
0,0,0,0,241520,DSC인베스트먼트
0,1,3,0,246690,TS인베스트먼트
0,0,0,0,203450,유니온바이오메트릭스
0,0,0,0,254120,자비스
1,0,0,1,241790,티이엠씨씨엔에스
0,1,4,0,220100,퓨쳐켐
0,0,0,0,144960,뉴파워프라즈마
0,0,0,0,237880,클리오
2,8,3,0,900300,오가닉티코스메틱
0,0,0,0,238120,얼라인드
0,0,0,0,252500,세화피앤씨
2,0,0,0,216050,인크로스
0,0,0,0,239610,에이치엘사이언스
0,6,0,0,900290,GRT
0,0,0,0,189300,인텔리안테크
0,0,0,0,950140,잉글우드랩
0,0,0,0,050960,수산아이앤티
0,0,8,0,201490,미투온
0,0,2,0,250930,예선테크
0,0,1,0,241690,유니테크노
2,0,1,0,250060,모비스
0,1,0,0,242040,나무기술
1,4,2,0,900270,헝셩그룹
0,0,0,0,073560,우리손에프앤지
4,3,7,0,123010,알엔티엑스
1,2,18,1,142760,모아라이프플러스
0,0,0,0,237750,피앤씨테크
0,0,1,0,237690,에스티팜
0,0,0,0,144510,지씨셀
0,0,0,0,239340,이스트에이드
0,0,2,0,243070,휴온스
0,0,0,0,240810,원익IPS
0,0,0,0,228850,레이언스
0,0,0,0,228340,동양파일
2,2,2,0,222110,팬젠
1,0,1,0,211270,AP위성
0,2,0,0,065660,안트로젠
0,0,0,0,236200,슈프리마
1,1,1,1,142210,유니트론텍
0,1,0,0,900250,크리스탈신소재
0,2,7,0,224060,더코디
0,0,0,0,109610,에스와이
0,0,1,0,191410,육일씨엔에쓰
2,0,0,2,145020,휴젤
0,0,2,0,222980,한국맥널티
0,0,0,0,206560,덱스터
0,2,0,0,047920,HLB제약
0,5,0,0,217730,강스템바이오텍
0,0,0,0,133750,메가엠디
0,0,3,0,225530,HC보광산업
0,0,0,0,140860,파크시스템스
0,0,0,0,230240,에치에프알
0,0,1,0,122640,예스티
0,0,0,0,222040,코스맥스엔비티
0,0,0,0,058110,멕아이씨에스
0,0,0,0,217820,원익피앤이
0,0,0,0,221840,하이즈항공
0,8,2,0,180400,DXVX
0,0,0,0,221980,케이디켐
2,2,1,0,227950,엔투텍
0,0,0,0,214370,케어젠
0,6,0,0,185490,아이진
0,0,0,0,190510,나무가
0,3,0,0,092870,엑시콘
0,0,0,0,225590,패션플랫폼
0,0,0,0,225570,넥슨게임즈
0,0,0,0,217190,제너셈
0,0,1,0,219130,타이거일렉
0,2,3,0,175140,휴먼테크놀로지
0,0,4,0,222080,SFA넥셀
0,0,0,0,196700,웹스
0,0,0,0,131760,파인텍
0,0,3,0,222800,심텍
0,0,2,0,189980,흥국에프엔비
0,0,0,0,094360,칩스앤미디어
2,0,0,0,127710,아시아경제
0,0,1,0,214430,아이쓰리시스템
0,0,0,0,067730,로지시스
0,1,1,0,214450,파마리서치
10,5,7,4,219550,디와이디
0,5,0,0,087010,펩트론
0,0,0,0,218410,RFHIC
0,0,0,0,094170,동운아나텍
0,7,0,0,166480,코아스템켐온
2,0,0,0,217270,넵튠
0,0,0,0,218150,미래생명자원
0,0,0,0,160980,싸이맥스
0,0,3,0,217500,러셀
0,0,0,0,087600,픽셀플러스
4,1,8,2,187420,HLB제넥스
2,1,2,0,215380,우정바이오
1,1,0,0,215480,토박스코리아
0,0,0,0,215790,이노인스트루먼트
0,0,0,0,215200,메가스터디교육
0,0,0,0,215100,로보로보
0,3,3,0,214680,디알텍
4,2,5,2,195990,루트K
3,0,0,3,214150,클래시스
0,4,13,0,214270,FSN
0,0,0,0,189690,포시에스
0,0,0,0,213420,덕산네오룩스
0,2,2,0,193250,링크드
0,0,0,0,206640,바디텍메드
