회사명,종목코드,ref_date
갤럭시아머니트리,094480,2026-07-05
에코프로,086520,2026-07-05
대산F&B,065150,2026-07-05
컴투스,078340,2026-07-05
네오위즈,095660,2026-07-05
앤씨앤,092600,2026-07-05
엔텔스,069410,2026-07-05
풍강,093380,2026-07-05
동국제약,086450,2026-07-05
케이프,064820,2026-07-05
상신이디피,091580,2026-07-05
한라IMS,092460,2026-07-05
에프알텍,073540,2026-07-05
이엠텍,091120,2026-07-05
참좋은여행,094850,2026-07-05
네오리진,094860,2026-07-05
LS증권,078020,2026-07-05
매커스,093520,2026-07-05
LSK아이로봇,091970,2026-07-05
네오팜,092730,2026-07-05
오스코텍,039200,2026-07-05
켐트로닉스,089010,2026-07-05
제이스로보틱스,090470,2026-07-05
동아엘텍,088130,2026-07-05
휴온스글로벌,084110,2026-07-05
케이씨티,089150,2026-07-05
파트론,091700,2026-07-05
유니테스트,086390,2026-07-05
휴림로봇,090710,2026-07-05
에스에이티,060540,2026-07-05
큐에스아이,066310,2026-07-05
멀티캠퍼스,067280,2026-07-05
코세스,089890,2026-07-05
성창오토텍,080470,2026-07-05
넥스턴앤롤코리아,089140,2026-07-05
제이티,089790,2026-07-05
아이윈,090150,2026-07-05
이녹스,088390,2026-07-05
THE E&M,089230,2026-07-05
바텍,043150,2026-07-05
MDS테크,086960,2026-07-05
루멘스,038060,2026-07-05
CSA 코스믹,083660,2026-07-05
NICE인프라,063570,2026-07-05
쇼박스,086980,2026-07-05
팬엔터테인먼트,068050,2026-07-05
인포뱅크,039290,2026-07-05
아이오케이이엔엠,078860,2026-07-05
동우팜투테이블,088910,2026-07-05
제이브이엠,054950,2026-07-05
팅크웨어,084730,2026-07-05
진바이오텍,086060,2026-07-05
티케이지애강,022220,2026-07-05
셀트리온제약,068760,2026-07-05
GST,083450,2026-07-05
에너토크,019990,2026-07-05
제우스,079370,2026-07-05
뉴프렉스,085670,2026-07-05
유진테크,084370,2026-07-05
CG인바이츠,083790,2026-07-05
바이오니아,064550,2026-07-05
헬릭스미스,084990,2026-07-05
인콘,083640,2026-07-05
차바이오텍,085660,2026-07-05
대봉엘에스,078140,2026-07-05
와이엔텍,067900,2026-07-05
와이엔텍,067900,2026-07-05
케이엠,083550,2026-07-05
비에이치아이,083650,2026-07-05
비보존 제약,082800,2026-07-05
자연과환경,043910,2026-07-05
와토스코리아,079000,2026-07-05
와토스코리아,079000,2026-07-05
폴라리스오피스,041020,2026-07-05
서린바이오,038070,2026-07-05
가비아,079940,2026-07-05
덕산하이메탈,077360,2026-07-05
아바코,083930,2026-07-05
하나마이크론,067310,2026-07-05
엘오티베큠,083310,2026-07-05
코스나인,082660,2026-07-05
이상네트웍스,080010,2026-07-05
메디포스트,078160,2026-07-05
우리바이오,082850,2026-07-05
모두투어,080160,2026-07-05
가온그룹,078890,2026-07-05
쏠리드,050890,2026-07-05
옵트론텍,082210,2026-07-05
젬백스,082270,2026-07-05
LIG아큐버,073490,2026-07-05
인베니아,079950,2026-07-05
동양이엔피,079960,2026-07-05
제주반도체,080220,2026-07-05
한창산업,079170,2026-07-05
APS이노베이션,079810,2026-07-05
iMBC,052220,2026-07-05
서산,079650,2026-07-05
서산,079650,2026-07-05
KX하이텍,052900,2026-07-05
손오공,066910,2026-07-05
미래컴퍼니,049950,2026-07-05
아이크래프트,052460,2026-07-05
메가스터디,072870,2026-07-05
케이에스피,073010,2026-07-05
KG파이낸셜,046440,2026-07-05
대주전자재료,078600,2026-07-05
텔레칩스,054450,2026-07-05
HB테크놀러지,078150,2026-07-05
도이치모터스,067990,2026-07-05
토비스,051360,2026-07-05
국일제지,078130,2026-07-05
DMS,068790,2026-07-05
시너지이노베이션,048870,2026-07-05
신성델타테크,065350,2026-07-05
한국경제TV,039340,2026-07-05
다날,064260,2026-07-05
형지I&C,011080,2026-07-05
비케이홀딩스,050090,2026-07-05
YBM넷,057030,2026-07-05
CS,065770,2026-07-05
아미노로직스,074430,2026-07-05
테라젠이텍스,066700,2026-07-05
디에이피,066900,2026-07-05
한양디지텍,078350,2026-07-05
동국알앤에스,075970,2026-07-05
빛과전자,069540,2026-07-05
듀오백,073190,2026-07-05
삼진엘앤디,054090,2026-07-05
폴라리스AI파마,041910,2026-07-05
세진티에스,067770,2026-07-05
인티큐브,070590,2026-07-05
리튬포어스,073570,2026-07-05
테라사이언스,073640,2026-07-05
우주일렉트로,065680,2026-07-05
SOOP,067160,2026-07-05
드림어스컴퍼니,060570,2026-07-05
버킷스튜디오,066410,2026-07-05
원익QnC,074600,2026-07-05
로체시스템즈,071280,2026-07-05
에스텍,069510,2026-07-05
오텍,067170,2026-07-05
키이스트,054780,2026-07-05
현대에버다임,041440,2026-07-05
중앙백신,072020,2026-07-05
휴비츠,065510,2026-07-05
우리산업홀딩스,072470,2026-07-05
디지털대성,068930,2026-07-05
유아이디,069330,2026-07-05
티씨케이,064760,2026-07-05
아모텍,052710,2026-07-05
파워로직스,047310,2026-07-05
홈캐스트,064240,2026-07-05
씨씨에스,066790,2026-07-05
웹젠,069080,2026-07-05
대화제약,067080,2026-07-05
스모트로닉,066590,2026-07-05
JW신약,067290,2026-07-05
하츠,066130,2026-07-05
빅텍,065450,2026-07-05
탑엔지니어링,065130,2026-07-05
이루온,065440,2026-07-05
재영솔루텍,049630,2026-07-05
한국큐빅,021650,2026-07-05
인터플렉스,051370,2026-07-05
삼영이엔씨,065570,2026-07-05
하이퍼코퍼레이션,065650,2026-07-05
한성크린텍,066980,2026-07-05
리더스코스메틱,016100,2026-07-05
케이피엠테크,042040,2026-07-05
디티씨,066670,2026-07-05
아이로보틱스,066430,2026-07-05
초록뱀미디어,047820,2026-07-05
쎌바이오텍,049960,2026-07-05
NE능률,053290,2026-07-05
테크엘,064520,2026-07-05
KG이니시스,035600,2026-07-05
비엘팜텍,065170,2026-07-05
플래스크,041590,2026-07-05
새로닉스,042600,2026-07-05
오리엔트정공,065500,2026-07-05
에이전트AI,060900,2026-07-05
에이전트AI,060900,2026-07-05
국보디자인,066620,2026-07-05
아이톡시,052770,2026-07-05
에스아이리소스,065420,2026-07-05
포니링크,064800,2026-07-05
폴라리스AI,039980,2026-07-05
현대바이오,048410,2026-07-05
에스피지,058610,2026-07-05
서호전기,065710,2026-07-05
파커스,065690,2026-07-05
HC홈센타,060560,2026-07-05
코스리거글로벌,043710,2026-07-05
아비코전자,036010,2026-07-05
큐렉소,060280,2026-07-05
우원개발,046940,2026-07-05
인선이엔티,060150,2026-07-05
와이어블,065530,2026-07-05
SM Life Design,063440,2026-07-05
지어소프트,051160,2026-07-05
지엔코,065060,2026-07-05
셀루메드,049180,2026-07-05
KH바텍,060720,2026-07-05
알에프텍,061040,2026-07-05
에스폴리텍,050760,2026-07-05
이랜텍,054210,2026-07-05
ES큐브,050120,2026-07-05
케이피티유,054410,2026-07-05
3S,060310,2026-07-05
화일약품,061250,2026-07-05
오상자이엘,053980,2026-07-05
NH농우바이오,054050,2026-07-05
케이엘넷,039420,2026-07-05
에스티아이,039440,2026-07-05
잉크테크,049550,2026-07-05
대한뉴팜,054670,2026-07-05
씨티씨바이오,060590,2026-07-05
인탑스,049070,2026-07-05
LS마린솔루션,060370,2026-07-05
피씨디렉트,051380,2026-07-05
한국기업평가,034950,2026-07-05
뉴보텍,060260,2026-07-05
동양에스텍,060380,2026-07-05
백금T&A,046310,2026-07-05
고려신용정보,049720,2026-07-05
서울반도체,046890,2026-07-05
아가방컴퍼니,013990,2026-07-05
한주에이알티,058450,2026-07-05
유신,054930,2026-07-05
프럼파스트,035200,2026-07-05
한국컴퓨터,054040,2026-07-05
링네트,042500,2026-07-05
크레오에스지,040350,2026-07-05
팬스타엔터프라이즈,054300,2026-07-05
한빛소프트,047080,2026-07-05
NHN KCP,060250,2026-07-05
CNT85,056730,2026-07-05
금강철강,053260,2026-07-05
스타코링크,060240,2026-07-05
SY동아,041930,2026-07-05
비츠로시스,054220,2026-07-05
오리엔탈정공,014940,2026-07-05
웰킵스하이텍,043590,2026-07-05
SFA,056190,2026-07-05
리노공업,058470,2026-07-05
성우테크론,045300,2026-07-05
신화인터텍,056700,2026-07-05
엑사이엔씨,054940,2026-07-05
피에이치에이,043370,2026-07-05
APS,054620,2026-07-05
코위버,056360,2026-07-05
성호전자,043260,2026-07-05
YW,051390,2026-07-05
삼영엠텍,054540,2026-07-05
이니텍,053350,2026-07-05
유진로봇,056080,2026-07-05
태웅,044490,2026-07-05
경남제약,053950,2026-07-05
삼보모터스,053700,2026-07-05
한컴위드,054920,2026-07-05
코미팜,041960,2026-07-05
프리엠스,053160,2026-07-05
코나아이,052400,2026-07-05
메디콕스,054180,2026-07-05
더테크놀로지,043090,2026-07-05
비트플래닛,049470,2026-07-05
지에스이,053050,2026-07-05
아이디스홀딩스,054800,2026-07-05
안랩,053800,2026-07-05
YTN,040300,2026-07-05
CMG제약,058820,2026-07-05
JYP Ent.,035900,2026-07-05
KCC건설,021320,2026-07-05
세동,053060,2026-07-05
프로텍,053610,2026-07-05
액토즈소프트,052790,2026-07-05
세코닉스,053450,2026-07-05
바이넥스,053030,2026-07-05
오성첨단소재,052420,2026-07-05
태양,053620,2026-07-05
오션인더블유,052300,2026-07-05
유아이엘,049520,2026-07-05
대원미디어,048910,2026-07-05
중앙첨단소재,051980,2026-07-05
CJ프레시웨이,051500,2026-07-05
파인디앤씨,049120,2026-07-05
디지아이,043360,2026-07-05
한네트,052600,2026-07-05
에스티큐브,052020,2026-07-05
티에스넥스젠,043220,2026-07-05
피노,033790,2026-07-05
나라엠앤디,051490,2026-07-05
에코심플렉스,038870,2026-07-05
에이텍,045660,2026-07-05
대아티아이,045390,2026-07-05
캠시스,050110,2026-07-05
현대바이오랜드,052260,2026-07-05
SFA반도체,036540,2026-07-05
삼표시멘트,038500,2026-07-05
HLB이노베이션,024850,2026-07-05
SM C&C,048550,2026-07-05
승일,049830,2026-07-05
TPC로보틱스,048770,2026-07-05
코메론,049430,2026-07-05
빌리언스,044480,2026-07-05
삼화네트웍스,046390,2026-07-05
성광벤드,014620,2026-07-05
유라테크,048430,2026-07-05
삼현철강,017480,2026-07-05
오픈베이스,049480,2026-07-05
삼양케이씨아이,036670,2026-07-05
오로라,039830,2026-07-05
금화피에스시,036190,2026-07-05
코다코,046070,2026-07-05
인바디,041830,2026-07-05
고려제약,014570,2026-07-05
크린앤사이언스,045520,2026-07-05
KD,044180,2026-07-05
이글벳,044960,2026-07-05
아즈텍WB,032080,2026-07-05
오리콤,010470,2026-07-05
위닉스,044340,2026-07-05
상지건설,042940,2026-07-05
엔피케이,048830,2026-07-05
삼천당제약,000250,2026-07-05
에이치케이,044780,2026-07-05
정원엔시스,045510,2026-07-05
한양이엔지,045100,2026-07-05
누리플렉스,040160,2026-07-05
에쎈테크,043340,2026-07-05
국순당,043650,2026-07-05
엘컴텍,037950,2026-07-05
이오테크닉스,039030,2026-07-05
상상인,038540,2026-07-05
서울제약,018680,2026-07-05
HLB파나진,046210,2026-07-05
나노엔텍,039860,2026-07-05
오공,045060,2026-07-05
알파AI,043100,2026-07-05
비츠로테크,042370,2026-07-05
코아시아,045970,2026-07-05
정상제이엘에스,040420,2026-07-05
진양제약,007370,2026-07-05
진성티이씨,036890,2026-07-05
현대에이치티,039010,2026-07-05
삼아제약,009300,2026-07-05
파루,043200,2026-07-05
에스씨디,042110,2026-07-05
한국정보공학,039740,2026-07-05
디오,039840,2026-07-05
네오위즈홀딩스,042420,2026-07-05
다산네트웍스,039560,2026-07-05
바이오스마트,038460,2026-07-05
우리기술,032820,2026-07-05
안국약품,001540,2026-07-05
세중,039310,2026-07-05
케이바이오랩스,038530,2026-07-05
HRS,036640,2026-07-05
에스에이엠티,031330,2026-07-05
위즈코프,038620,2026-07-05
이건홀딩스,039020,2026-07-05
파인디지털,038950,2026-07-05
SG&G,040610,2026-07-05
아이에이,038880,2026-07-05
에스넷,038680,2026-07-05
에스엠,041510,2026-07-05
아이티센엔텍,010280,2026-07-05
대성미생물,036480,2026-07-05
케이엠더블유,032500,2026-07-05
경남스틸,039240,2026-07-05
마크로젠,038290,2026-07-05
희림,037440,2026-07-05
레드캡투어,038390,2026-07-05
솔브레인홀딩스,036830,2026-07-05
에프에스티,036810,2026-07-05
코맥스,036690,2026-07-05
EG,037370,2026-07-05
EG,037370,2026-07-05
성도이엔지,037350,2026-07-05
제일테크노스,038010,2026-07-05
무림SP,001810,2026-07-05
세종텔레콤,036630,2026-07-05
심텍홀딩스,036710,2026-07-05
파세코,037070,2026-07-05
KZ정밀,036560,2026-07-05
서희건설,035890,2026-07-05
주성엔지니어링,036930,2026-07-05
케이티알파,036030,2026-07-05
다우데이타,032190,2026-07-05
동진쎄미켐,005290,2026-07-05
에이치엠넥스,036170,2026-07-05
제이에스티나,026040,2026-07-05
한국팩키지,037230,2026-07-05
삼지전자,037460,2026-07-05
우리엔터프라이즈,037400,2026-07-05
네패스,033640,2026-07-05
인지디스플레,037330,2026-07-05
위지트,036090,2026-07-05
유니셈,036200,2026-07-05
유성티엔에스,024800,2026-07-05
코리아나,027050,2026-07-05
골드앤에스,035290,2026-07-05
서울평가정보,036120,2026-07-05
서울전자통신,027040,2026-07-05
대성창투,027830,2026-07-05
예림당,036000,2026-07-05
CJ ENM,035760,2026-07-05
이지홀딩스,035810,2026-07-05
기산텔레콤,035460,2026-07-05
바른손이앤에이,035620,2026-07-05
솔본,035610,2026-07-05
시공테크,020710,2026-07-05
신일제약,012790,2026-07-05
조아제약,034940,2026-07-05
인성정보,033230,2026-07-05
그래디언트,035080,2026-07-05
매일홀딩스,005990,2026-07-05
해성산업,034810,2026-07-05
한국정보통신,025770,2026-07-05
파라텍,033540,2026-07-05
드래곤플라이,030350,2026-07-05
엠케이전자,033160,2026-07-05
엠투엔,033310,2026-07-05
제이씨현시스템,033320,2026-07-05
스페코,013810,2026-07-05
좋은사람들,033340,2026-07-05
로젠,033290,2026-07-05
모아텍,033200,2026-07-05
코콤,015710,2026-07-05
제룡전기,033100,2026-07-05
제이엠아이,033050,2026-07-05
디지틀조선,033130,2026-07-05
와이지-원,019210,2026-07-05
특수건설,026150,2026-07-05
아이즈비전,031310,2026-07-05
동일기연,032960,2026-07-05
소프트센,032680,2026-07-05
원익,032940,2026-07-05
원풍물산,008290,2026-07-05
더라미,032860,2026-07-05
엠젠솔루션,032790,2026-07-05
판타지오,032800,2026-07-05
GC메디아이,032620,2026-07-05
피델릭스,032580,2026-07-05
TJ미디어,032540,2026-07-05
휴맥스홀딩스,028080,2026-07-05
삼일,032280,2026-07-05
뉴인텍,012340,2026-07-05
오스템,031510,2026-07-05
디에이치엑스컴퍼니,031860,2026-07-05
피에스케이홀딩스,031980,2026-07-05
세보엠이씨,011560,2026-07-05
한일단조,024740,2026-07-05
양지사,030960,2026-07-05
원익홀딩스,030530,2026-07-05
한글과컴퓨터,030520,2026-07-05
메이슨캐피탈,021880,2026-07-05
광무,029480,2026-07-05
대호특수강,021040,2026-07-05
HLB,028300,2026-07-05
팜스토리,027710,2026-07-05
삼보판지,023600,2026-07-05
삼목에스폼,018310,2026-07-05
에이스침대,003800,2026-07-05
원익큐브,014190,2026-07-05
리드코프,012700,2026-07-05
유니슨,018000,2026-07-05
아난티,025980,2026-07-05
광진실업,026910,2026-07-05
인터엠,017250,2026-07-05
성우하이텍,015750,2026-07-05
대신정보통신,020180,2026-07-05
대신정보통신,020180,2026-07-05
동신건설,025950,2026-07-05
동화기업,025900,2026-07-05
케이씨피드,025880,2026-07-05
한탑,002680,2026-07-05
한국선재,025550,2026-07-05
DH오토웨어,025440,2026-07-05
DH오토웨어,025440,2026-07-05
시노펙스,025320,2026-07-05
PN풍년,024940,2026-07-05
삼천리자전거,024950,2026-07-05
메디앙스,014100,2026-07-05
대륙제관,004780,2026-07-05
동원개발,013120,2026-07-05
세원물산,024830,2026-07-05
케이피에프,024880,2026-07-05
KB오토시스,024120,2026-07-05
신원종합개발,017000,2026-07-05
흥구석유,024060,2026-07-05
이화공영,001840,2026-07-05
풍국주정,023900,2026-07-05
대림제지,017650,2026-07-05
대한광통신,010170,2026-07-05
동일스틸럭스,023790,2026-07-05
플레이위드,023770,2026-07-05
한국캐피탈,023760,2026-07-05
한일사료,005860,2026-07-05
모베이스전자,012860,2026-07-05
국영지앤엠,006050,2026-07-05
유진기업,023410,2026-07-05
제이스코홀딩스,023440,2026-07-05
보성파워텍,006910,2026-07-05
브이티,018290,2026-07-05
태광,023160,2026-07-05
와이엠,007530,2026-07-05
신라섬유,001000,2026-07-05
원일특강,012620,2026-07-05
서한,011370,2026-07-05
졸스,018700,2026-07-05
부방,014470,2026-07-05
소노스퀘어,007720,2026-07-05
유니크,011320,2026-07-05
진로발효,018120,2026-07-05
청보,013720,2026-07-05
삼보산업,009620,2026-07-05
푸드웰,005670,2026-07-05
푸른저축은행,007330,2026-07-05
피제이전자,006140,2026-07-05
베뉴지,019010,2026-07-05
엠에스씨,009780,2026-07-05
대동금속,020400,2026-07-05
대원산업,005710,2026-07-05
큐캐피탈,016600,2026-07-05
한국가구,004590,2026-07-05
중앙에너비스,000440,2026-07-05
삼륭물산,014970,2026-07-05
경동제약,011040,2026-07-05
원풍,008370,2026-07-05
네이처셀,007390,2026-07-05
삼일기업공사,002290,2026-07-05
일지테크,019540,2026-07-05
한국알콜,017890,2026-07-05
대주산업,003310,2026-07-05
글로본,019660,2026-07-05
세명전기,017510,2026-07-05
에이티넘인베스트,021080,2026-07-05
피에스텍,002230,2026-07-05
이렘,009730,2026-07-05
카스,016920,2026-07-05
하이록코리아,013030,2026-07-05
SBI인베스트먼트,019550,2026-07-05
플루토스,019570,2026-07-05
모헨즈,006920,2026-07-05
